instance, algorithm, value, runningTime, initialValue, steps, evaluatedSolutions
scr12, steepest-3swap, 34402, 38, 44326, 5, 2530 
scr12, steepest-3swap, 33158, 64, 70054, 7, 3542 
scr12, steepest-3swap, 33406, 49, 71662, 6, 3036 
scr12, steepest-3swap, 33158, 57, 58420, 7, 3542 
scr12, steepest-3swap, 34478, 28, 52464, 3, 1518 
scr12, steepest-3swap, 31410, 37, 67544, 5, 2530 
scr12, steepest-3swap, 31410, 53, 66442, 6, 3036 
scr12, steepest-3swap, 33758, 45, 53316, 5, 2530 
scr12, steepest-3swap, 33414, 57, 57400, 7, 3542 
scr12, steepest-3swap, 32958, 39, 57704, 6, 3036 
scr12, steepest-3swap, 34616, 48, 73770, 6, 3036 
scr12, steepest-3swap, 32996, 59, 60600, 6, 3036 
scr12, steepest-3swap, 34070, 43, 45344, 5, 2530 
scr12, steepest-3swap, 32976, 29, 42388, 4, 2024 
scr12, steepest-3swap, 33414, 54, 48100, 6, 3036 
scr12, steepest-3swap, 31410, 35, 41904, 3, 1518 
scr12, steepest-3swap, 32958, 46, 62756, 5, 2530 
scr12, steepest-3swap, 32696, 56, 59062, 8, 4048 
scr12, steepest-3swap, 33750, 39, 52634, 5, 2530 
scr12, steepest-3swap, 34640, 47, 71596, 7, 3542 
scr12, steepest-3swap, 32292, 48, 48958, 5, 2530 
scr12, steepest-3swap, 32260, 36, 59710, 4, 2024 
scr12, steepest-3swap, 32490, 32, 56618, 3, 1518 
scr12, steepest-3swap, 32626, 62, 64264, 7, 3542 
scr12, steepest-3swap, 33302, 36, 59040, 5, 2530 
scr12, steepest-3swap, 31410, 41, 64466, 5, 2530 
scr12, steepest-3swap, 33498, 39, 73556, 4, 2024 
scr12, steepest-3swap, 32696, 43, 63504, 4, 2024 
scr12, steepest-3swap, 35712, 36, 65464, 4, 2024 
scr12, steepest-3swap, 32758, 44, 70482, 5, 2530 
scr12, steepest-3swap, 34226, 30, 58446, 4, 2024 
scr12, steepest-3swap, 33690, 38, 52516, 4, 2024 
scr12, steepest-3swap, 32996, 42, 48398, 5, 2530 
scr12, steepest-3swap, 31410, 55, 62380, 6, 3036 
scr12, steepest-3swap, 32260, 37, 51140, 4, 2024 
scr12, steepest-3swap, 32490, 38, 55226, 6, 3036 
scr12, steepest-3swap, 33158, 56, 71186, 7, 3542 
scr12, steepest-3swap, 33414, 23, 61284, 3, 1518 
scr12, steepest-3swap, 33446, 44, 47892, 5, 2530 
scr12, steepest-3swap, 32758, 57, 54082, 3, 1518 
scr12, steepest-3swap, 32282, 46, 56986, 6, 3036 
scr12, steepest-3swap, 33424, 41, 76170, 5, 2530 
scr12, steepest-3swap, 34894, 41, 57076, 5, 2530 
scr12, steepest-3swap, 35138, 47, 58790, 5, 2530 
scr12, steepest-3swap, 33310, 53, 57156, 6, 3036 
scr12, steepest-3swap, 32236, 44, 66774, 4, 2024 
scr12, steepest-3swap, 32144, 42, 49174, 5, 2530 
scr12, steepest-3swap, 33100, 33, 55098, 4, 2024 
scr12, steepest-3swap, 31884, 38, 58554, 4, 2024 
scr12, steepest-3swap, 32996, 29, 60376, 3, 1518 
scr12, steepest-3swap, 31410, 66, 51666, 8, 4048 
scr12, steepest-3swap, 33424, 51, 57518, 5, 2530 
scr12, steepest-3swap, 31884, 32, 53600, 3, 1518 
scr12, steepest-3swap, 31410, 41, 54244, 5, 2530 
scr12, steepest-3swap, 32696, 62, 56474, 9, 4554 
scr12, steepest-3swap, 31410, 19, 49046, 3, 1518 
scr12, steepest-3swap, 33380, 34, 45886, 5, 2530 
scr12, steepest-3swap, 34070, 42, 48456, 4, 2024 
scr12, steepest-3swap, 31884, 74, 58886, 9, 4554 
scr12, steepest-3swap, 34672, 40, 69426, 4, 2024 
scr12, steepest-3swap, 33414, 56, 72264, 7, 3542 
scr12, steepest-3swap, 32958, 28, 56564, 3, 1518 
scr12, steepest-3swap, 32958, 33, 63622, 3, 1518 
scr12, steepest-3swap, 32642, 49, 59962, 6, 3036 
scr12, steepest-3swap, 33100, 35, 51220, 5, 2530 
scr12, steepest-3swap, 33498, 37, 57250, 4, 2024 
scr12, steepest-3swap, 33158, 22, 46516, 3, 1518 
scr12, steepest-3swap, 32626, 52, 73802, 6, 3036 
scr12, steepest-3swap, 33100, 54, 71122, 5, 2530 
scr12, steepest-3swap, 33158, 33, 56038, 5, 2530 
scr12, steepest-3swap, 32758, 25, 71826, 4, 2024 
scr12, steepest-3swap, 31410, 52, 59686, 6, 3036 
scr12, steepest-3swap, 32236, 43, 44898, 4, 2024 
scr12, steepest-3swap, 32626, 29, 42234, 3, 1518 
scr12, steepest-3swap, 31410, 51, 55222, 5, 2530 
scr12, steepest-3swap, 32696, 41, 54466, 4, 2024 
scr12, steepest-3swap, 32976, 29, 59868, 3, 1518 
scr12, steepest-3swap, 32626, 50, 68158, 5, 2530 
scr12, steepest-3swap, 33310, 63, 69970, 8, 4048 
scr12, steepest-3swap, 32696, 41, 55026, 6, 3036 
scr12, steepest-3swap, 32696, 27, 53716, 4, 2024 
scr12, steepest-3swap, 35636, 40, 72594, 4, 2024 
scr12, steepest-3swap, 32282, 27, 60368, 4, 2024 
scr12, steepest-3swap, 31410, 50, 49918, 6, 3036 
scr12, steepest-3swap, 33766, 47, 67324, 5, 2530 
scr12, steepest-3swap, 33758, 44, 65644, 4, 2024 
scr12, steepest-3swap, 32696, 60, 38842, 6, 3036 
scr12, steepest-3swap, 33158, 42, 49436, 5, 2530 
scr12, steepest-3swap, 32236, 23, 49138, 3, 1518 
scr12, steepest-3swap, 32236, 33, 54212, 3, 1518 
scr12, steepest-3swap, 32236, 31, 56552, 3, 1518 
scr12, steepest-3swap, 34944, 52, 57318, 5, 2530 
scr12, steepest-3swap, 32236, 42, 45172, 4, 2024 
scr12, steepest-3swap, 31884, 33, 64324, 5, 2530 
scr12, steepest-3swap, 32236, 56, 59138, 6, 3036 
scr12, steepest-3swap, 32642, 42, 70782, 4, 2024 
scr12, steepest-3swap, 32626, 52, 68694, 5, 2530 
scr12, steepest-3swap, 32996, 43, 61690, 4, 2024 
scr12, steepest-3swap, 31410, 69, 60340, 7, 3542 
scr12, steepest-3swap, 33424, 38, 60116, 4, 2024 
scr12, steepest-3swap, 32236, 31, 67170, 4, 2024 
scr12, steepest-3swap, 32624, 30, 58206, 4, 2024 
scr12, steepest-3swap, 32626, 45, 45684, 5, 2530 
scr12, steepest-3swap, 32696, 40, 47662, 5, 2530 
scr12, steepest-3swap, 32144, 23, 59132, 3, 1518 
scr12, steepest-3swap, 32282, 46, 55194, 5, 2530 
scr12, steepest-3swap, 32626, 50, 67558, 6, 3036 
scr12, steepest-3swap, 32236, 59, 66366, 7, 3542 
scr12, steepest-3swap, 34260, 43, 54136, 4, 2024 
scr12, steepest-3swap, 33158, 53, 66486, 5, 2530 
scr12, steepest-3swap, 32292, 45, 61382, 5, 2530 
scr12, steepest-3swap, 33158, 47, 49474, 6, 3036 
scr12, steepest-3swap, 33158, 37, 74116, 4, 2024 
scr12, steepest-3swap, 33414, 51, 65504, 5, 2530 
scr12, steepest-3swap, 31410, 37, 74094, 5, 2530 
scr12, steepest-3swap, 35186, 15, 69332, 2, 1012 
scr12, steepest-3swap, 33100, 37, 60782, 5, 2530 
scr12, steepest-3swap, 35636, 35, 55206, 3, 1518 
scr12, steepest-3swap, 34110, 33, 62032, 4, 2024 
scr12, steepest-3swap, 31410, 42, 52866, 6, 3036 
scr12, steepest-3swap, 32996, 43, 53618, 4, 2024 
scr12, steepest-3swap, 32236, 63, 68468, 7, 3542 
scr12, steepest-3swap, 32696, 59, 63874, 6, 3036 
scr12, steepest-3swap, 32490, 32, 55312, 3, 1518 
scr12, steepest-3swap, 32696, 58, 45936, 7, 3542 
scr12, steepest-3swap, 32996, 23, 42758, 2, 1012 
scr12, steepest-3swap, 32144, 37, 63710, 4, 2024 
scr12, steepest-3swap, 32996, 31, 49084, 4, 2024 
scr12, steepest-3swap, 32626, 36, 51940, 4, 2024 
scr12, steepest-3swap, 33158, 61, 71528, 6, 3036 
scr12, steepest-3swap, 33750, 36, 62872, 5, 2530 
scr12, steepest-3swap, 32996, 48, 57148, 7, 3542 
scr12, steepest-3swap, 33414, 48, 57206, 5, 2530 
scr12, steepest-3swap, 35192, 44, 71606, 4, 2024 
scr12, steepest-3swap, 31410, 49, 46430, 5, 2530 
scr12, steepest-3swap, 31884, 55, 56162, 7, 3542 
scr12, steepest-3swap, 31410, 52, 44758, 5, 2530 
scr12, steepest-3swap, 33158, 65, 66910, 7, 3542 
scr12, steepest-3swap, 32958, 45, 47970, 5, 2530 
scr12, steepest-3swap, 32260, 42, 53236, 4, 2024 
scr12, steepest-3swap, 31884, 66, 52834, 7, 3542 
scr12, steepest-3swap, 32236, 36, 54772, 4, 2024 
scr12, steepest-3swap, 32624, 44, 62376, 5, 2530 
scr12, steepest-3swap, 32996, 39, 55020, 5, 2530 
scr12, steepest-3swap, 33302, 68, 71376, 7, 3542 
scr12, steepest-3swap, 33158, 44, 44606, 4, 2024 
scr12, steepest-3swap, 33444, 54, 54036, 6, 3036 
scr12, steepest-3swap, 32696, 44, 47446, 4, 2024 
scr12, steepest-3swap, 35036, 41, 67430, 4, 2024 
scr12, steepest-3swap, 33758, 41, 46152, 5, 2530 
scr12, steepest-3swap, 33158, 58, 55344, 6, 3036 
scr12, steepest-3swap, 32696, 65, 52224, 7, 3542 
scr12, steepest-3swap, 32626, 32, 61836, 3, 1518 
scr12, steepest-3swap, 34272, 31, 64194, 4, 2024 
scr12, steepest-3swap, 33750, 42, 52682, 4, 2024 
scr12, steepest-3swap, 32696, 36, 42998, 4, 2024 
scr12, steepest-3swap, 32624, 35, 63564, 5, 2530 
scr12, steepest-3swap, 32236, 67, 54734, 8, 4048 
scr12, steepest-3swap, 32758, 28, 58518, 3, 1518 
scr12, steepest-3swap, 34190, 25, 68340, 3, 1518 
scr12, steepest-3swap, 32292, 29, 66412, 4, 2024 
scr12, steepest-3swap, 33100, 44, 72568, 4, 2024 
scr12, steepest-3swap, 33868, 35, 57840, 5, 2530 
scr12, steepest-3swap, 34616, 52, 68738, 7, 3542 
scr12, steepest-3swap, 33158, 34, 60110, 5, 2530 
scr12, steepest-3swap, 32758, 61, 60272, 6, 3036 
scr12, steepest-3swap, 32236, 46, 76930, 5, 2530 
scr12, steepest-3swap, 32236, 37, 63158, 5, 2530 
scr12, steepest-3swap, 31410, 37, 40164, 4, 2024 
scr12, steepest-3swap, 32996, 43, 60624, 5, 2530 
scr12, steepest-3swap, 31410, 44, 72338, 6, 3036 
scr12, steepest-3swap, 32260, 53, 56762, 5, 2530 
scr12, steepest-3swap, 32996, 57, 65576, 6, 3036 
scr12, steepest-3swap, 33158, 54, 50546, 6, 3036 
scr12, steepest-3swap, 32758, 26, 50154, 3, 1518 
scr12, steepest-3swap, 33414, 50, 52736, 7, 3542 
scr12, steepest-3swap, 32626, 81, 56596, 10, 5060 
scr12, steepest-3swap, 32996, 32, 71132, 4, 2024 
scr12, steepest-3swap, 32282, 32, 47900, 3, 1518 
scr12, steepest-3swap, 31884, 56, 65370, 6, 3036 
scr12, steepest-3swap, 31410, 32, 50728, 4, 2024 
scr12, steepest-3swap, 31410, 39, 65074, 4, 2024 
scr12, steepest-3swap, 31884, 47, 51588, 7, 3542 
scr12, steepest-3swap, 32490, 53, 71522, 6, 3036 
scr12, steepest-3swap, 33414, 50, 56752, 5, 2530 
scr12, steepest-3swap, 31410, 65, 50582, 7, 3542 
scr12, steepest-3swap, 33476, 35, 43508, 3, 1518 
scr12, steepest-3swap, 33414, 42, 60410, 4, 2024 
scr12, steepest-3swap, 32696, 60, 65412, 6, 3036 
scr12, steepest-3swap, 33302, 46, 63352, 5, 2530 
scr12, steepest-3swap, 33750, 47, 58194, 6, 3036 
scr12, steepest-3swap, 32624, 42, 51964, 5, 2530 
scr12, steepest-3swap, 33446, 43, 58482, 4, 2024 
scr12, steepest-3swap, 32626, 56, 80510, 6, 3036 
scr12, steepest-3swap, 32696, 52, 52960, 5, 2530 
scr12, steepest-3swap, 33380, 44, 53564, 4, 2024 
scr12, steepest-3swap, 32976, 30, 48810, 3, 1518 
scr12, steepest-3swap, 33158, 32, 65090, 5, 2530 
scr12, steepest-3swap, 34226, 46, 65380, 5, 2530 
scr12, steepest-3swap, 31884, 33, 72246, 4, 2024 
scr12, steepest-3swap, 31410, 70, 59316, 7, 3542 
scr12, steepest-3swap, 34862, 44, 53686, 4, 2024 
scr12, steepest-3swap, 32282, 30, 41468, 3, 1518 
scr12, steepest-3swap, 32996, 52, 61696, 7, 3542 
scr12, steepest-3swap, 34296, 50, 49050, 5, 2530 
scr12, steepest-3swap, 34070, 33, 53956, 3, 1518 
scr12, steepest-3swap, 32696, 35, 55048, 5, 2530 
scr12, steepest-3swap, 32696, 39, 63046, 5, 2530 
scr12, steepest-3swap, 32626, 54, 71306, 8, 4048 
scr12, steepest-3swap, 32490, 57, 67596, 5, 2530 
scr12, steepest-3swap, 31410, 26, 56262, 3, 1518 
scr12, steepest-3swap, 34226, 40, 61566, 5, 2530 
scr12, steepest-3swap, 32144, 59, 59162, 6, 3036 
scr12, steepest-3swap, 32996, 40, 70154, 4, 2024 
scr12, steepest-3swap, 32696, 50, 52276, 6, 3036 
scr12, steepest-3swap, 35712, 32, 56604, 4, 2024 
scr12, steepest-3swap, 31410, 45, 46102, 5, 2530 
scr12, steepest-3swap, 33672, 24, 58116, 3, 1518 
scr12, steepest-3swap, 32490, 38, 59980, 4, 2024 
scr12, steepest-3swap, 32282, 41, 50702, 5, 2530 
scr12, steepest-3swap, 34616, 28, 53266, 3, 1518 
scr12, steepest-3swap, 33414, 38, 70742, 5, 2530 
scr12, steepest-3swap, 33446, 52, 59030, 7, 3542 
scr12, steepest-3swap, 31410, 56, 63866, 7, 3542 
scr12, steepest-3swap, 32996, 95, 57416, 8, 4048 
scr12, steepest-3swap, 32996, 53, 50552, 6, 3036 
scr12, steepest-3swap, 34062, 44, 57148, 5, 2530 
scr12, steepest-3swap, 32696, 54, 61870, 6, 3036 
scr12, steepest-3swap, 31410, 73, 50772, 8, 4048 
scr12, steepest-3swap, 33758, 37, 63358, 4, 2024 
scr12, steepest-3swap, 33158, 45, 53508, 5, 2530 
scr12, steepest-3swap, 31410, 54, 53458, 6, 3036 
scr12, steepest-3swap, 32236, 45, 64932, 5, 2530 
scr12, steepest-3swap, 32958, 43, 56696, 5, 2530 
scr12, steepest-3swap, 32236, 48, 51808, 5, 2530 
scr12, steepest-3swap, 31884, 23, 47364, 3, 1518 
scr12, steepest-3swap, 34190, 26, 66480, 3, 1518 
scr12, steepest-3swap, 32696, 53, 62400, 6, 3036 
scr12, steepest-3swap, 32236, 53, 54654, 6, 3036 
scr12, steepest-3swap, 32626, 54, 68876, 8, 4048 
scr12, steepest-3swap, 32624, 47, 63144, 5, 2530 
scr12, steepest-3swap, 31410, 47, 68826, 7, 3542 
scr12, steepest-3swap, 32236, 56, 58574, 7, 3542 
scr12, steepest-3swap, 33424, 48, 67708, 5, 2530 
scr12, steepest-3swap, 34478, 30, 46994, 3, 1518 
scr12, steepest-3swap, 32624, 32, 56484, 3, 1518 
scr12, steepest-3swap, 32758, 48, 66078, 4, 2024 
scr12, steepest-3swap, 31410, 48, 70346, 5, 2530 
scr12, steepest-3swap, 32624, 40, 58232, 5, 2530 
scr12, steepest-3swap, 32996, 30, 62524, 4, 2024 
scr12, steepest-3swap, 33406, 33, 45376, 5, 2530 
scr12, steepest-3swap, 31410, 42, 67004, 6, 3036 
scr12, steepest-3swap, 34190, 38, 60002, 4, 2024 
scr12, steepest-3swap, 31410, 35, 63190, 5, 2530 
scr12, steepest-3swap, 31410, 38, 70654, 5, 2530 
chr20a, greedy-3swap, 2986, 1413, 8780, 31, 6114 
chr20a, greedy-3swap, 3186, 123, 10466, 36, 2097 
chr20a, greedy-3swap, 3182, 206, 8022, 41, 2409 
chr20a, greedy-3swap, 3190, 176, 10650, 41, 4139 
chr20a, greedy-3swap, 3390, 126, 10996, 41, 1249 
chr20a, greedy-3swap, 3242, 206, 7676, 23, 1587 
chr20a, greedy-3swap, 2706, 237, 9532, 35, 6657 
chr20a, greedy-3swap, 3470, 104, 11356, 30, 1718 
chr20a, greedy-3swap, 2740, 79, 8798, 20, 746 
chr20a, greedy-3swap, 2896, 160, 11370, 35, 3591 
chr20a, greedy-3swap, 2856, 104, 11708, 25, 1729 
chr20a, greedy-3swap, 2370, 106, 10462, 30, 2378 
chr20a, greedy-3swap, 2712, 95, 10510, 31, 1514 
chr20a, greedy-3swap, 3194, 133, 11234, 34, 3753 
chr20a, greedy-3swap, 2896, 92, 11556, 36, 1713 
chr20a, greedy-3swap, 2828, 118, 13262, 35, 2999 
chr20a, greedy-3swap, 3308, 208, 12354, 43, 6783 
chr20a, greedy-3swap, 2870, 72, 10706, 23, 844 
chr20a, greedy-3swap, 2784, 124, 11932, 44, 2893 
chr20a, greedy-3swap, 2704, 117, 9378, 27, 2779 
chr20a, greedy-3swap, 2704, 100, 11004, 26, 1825 
chr20a, greedy-3swap, 3554, 68, 7510, 18, 660 
chr20a, greedy-3swap, 3228, 97, 10102, 28, 1559 
chr20a, greedy-3swap, 3126, 116, 9740, 38, 2523 
chr20a, greedy-3swap, 2776, 262, 12836, 36, 7779 
chr20a, greedy-3swap, 3276, 115, 8524, 21, 2818 
chr20a, greedy-3swap, 2766, 97, 10654, 34, 1682 
chr20a, greedy-3swap, 2852, 84, 10224, 30, 1075 
chr20a, greedy-3swap, 2960, 133, 10524, 29, 3521 
chr20a, greedy-3swap, 2578, 126, 7850, 25, 3307 
chr20a, greedy-3swap, 2948, 111, 12576, 44, 2427 
chr20a, greedy-3swap, 2612, 182, 11674, 52, 5842 
chr20a, greedy-3swap, 3420, 169, 12576, 39, 4438 
chr20a, greedy-3swap, 3168, 140, 6246, 20, 3688 
chr20a, greedy-3swap, 3312, 94, 11786, 30, 1279 
chr20a, greedy-3swap, 3014, 189, 9726, 27, 5132 
chr20a, greedy-3swap, 3194, 233, 9576, 34, 6773 
chr20a, greedy-3swap, 2592, 190, 10620, 33, 3767 
chr20a, greedy-3swap, 2976, 128, 12206, 31, 2107 
chr20a, greedy-3swap, 3032, 132, 8734, 25, 2307 
chr20a, greedy-3swap, 3016, 124, 14446, 29, 1371 
chr20a, greedy-3swap, 3304, 106, 9020, 26, 1006 
chr20a, greedy-3swap, 2908, 141, 11008, 39, 3370 
chr20a, greedy-3swap, 3234, 103, 11622, 35, 1948 
chr20a, greedy-3swap, 3078, 135, 11704, 41, 3106 
chr20a, greedy-3swap, 2574, 118, 12652, 55, 2281 
chr20a, greedy-3swap, 3192, 102, 8906, 29, 1868 
chr20a, greedy-3swap, 2620, 69, 10098, 25, 652 
chr20a, greedy-3swap, 2940, 177, 8140, 28, 5276 
chr20a, greedy-3swap, 2732, 144, 10550, 36, 4128 
chr20a, greedy-3swap, 3100, 88, 14032, 40, 1518 
chr20a, greedy-3swap, 3210, 78, 11086, 20, 901 
chr20a, greedy-3swap, 3312, 94, 12540, 32, 1489 
chr20a, greedy-3swap, 2796, 157, 11984, 37, 4098 
chr20a, greedy-3swap, 3460, 80, 11814, 33, 988 
chr20a, greedy-3swap, 2990, 116, 11312, 30, 2790 
chr20a, greedy-3swap, 3048, 89, 11968, 29, 1546 
chr20a, greedy-3swap, 3056, 101, 11752, 43, 1790 
chr20a, greedy-3swap, 3360, 115, 12070, 33, 2634 
chr20a, greedy-3swap, 2742, 76, 11468, 36, 854 
chr20a, greedy-3swap, 2632, 134, 8792, 23, 3180 
chr20a, greedy-3swap, 2738, 77, 11108, 30, 700 
chr20a, greedy-3swap, 3548, 101, 9332, 22, 877 
chr20a, greedy-3swap, 2730, 170, 11324, 35, 3383 
chr20a, greedy-3swap, 2806, 144, 11268, 40, 4189 
chr20a, greedy-3swap, 3018, 184, 10954, 30, 6145 
chr20a, greedy-3swap, 3288, 97, 12418, 31, 1659 
chr20a, greedy-3swap, 3158, 162, 11674, 34, 4769 
chr20a, greedy-3swap, 2814, 101, 10574, 29, 1646 
chr20a, greedy-3swap, 3174, 81, 11050, 22, 1039 
chr20a, greedy-3swap, 3252, 115, 9270, 22, 2702 
chr20a, greedy-3swap, 3606, 149, 9214, 27, 3605 
chr20a, greedy-3swap, 2696, 154, 8472, 23, 3758 
chr20a, greedy-3swap, 3186, 93, 9890, 31, 1627 
chr20a, greedy-3swap, 3172, 201, 10912, 32, 6392 
chr20a, greedy-3swap, 2708, 131, 10902, 30, 3424 
chr20a, greedy-3swap, 3092, 115, 9198, 31, 1951 
chr20a, greedy-3swap, 3020, 104, 9878, 23, 2178 
chr20a, greedy-3swap, 3076, 113, 11784, 37, 2700 
chr20a, greedy-3swap, 3524, 154, 11188, 29, 4384 
chr20a, greedy-3swap, 3106, 129, 9840, 32, 3134 
chr20a, greedy-3swap, 2792, 76, 8972, 29, 1025 
chr20a, greedy-3swap, 3060, 126, 11360, 31, 3063 
chr20a, greedy-3swap, 3170, 150, 9636, 31, 4010 
chr20a, greedy-3swap, 3236, 74, 12184, 27, 429 
chr20a, greedy-3swap, 3096, 111, 10304, 21, 2704 
chr20a, greedy-3swap, 3254, 90, 10968, 29, 1245 
chr20a, greedy-3swap, 2954, 94, 10472, 27, 1244 
chr20a, greedy-3swap, 3396, 147, 12040, 23, 3852 
chr20a, greedy-3swap, 3034, 133, 12686, 39, 3319 
chr20a, greedy-3swap, 2916, 170, 9424, 25, 5267 
chr20a, greedy-3swap, 2972, 140, 8626, 27, 3862 
chr20a, greedy-3swap, 3048, 94, 9348, 25, 1934 
chr20a, greedy-3swap, 3300, 124, 10344, 36, 3083 
chr20a, greedy-3swap, 2820, 90, 11724, 34, 1413 
chr20a, greedy-3swap, 3132, 168, 11806, 29, 4718 
chr20a, greedy-3swap, 2858, 84, 11846, 35, 1131 
chr20a, greedy-3swap, 3096, 121, 10932, 32, 3132 
chr20a, greedy-3swap, 3152, 180, 12486, 34, 5369 
chr20a, greedy-3swap, 2658, 98, 11942, 35, 2049 
chr20a, greedy-3swap, 3426, 97, 8716, 26, 1822 
chr20a, greedy-3swap, 3110, 121, 12986, 31, 2763 
chr20a, greedy-3swap, 2632, 89, 10840, 30, 1622 
chr20a, greedy-3swap, 3004, 79, 10324, 27, 1183 
chr20a, greedy-3swap, 3002, 96, 11236, 31, 1920 
chr20a, greedy-3swap, 3480, 116, 9636, 37, 2532 
chr20a, greedy-3swap, 2832, 138, 11638, 36, 3500 
chr20a, greedy-3swap, 2896, 112, 11682, 39, 2623 
chr20a, greedy-3swap, 2858, 91, 7982, 32, 1630 
chr20a, greedy-3swap, 2888, 171, 12442, 39, 5491 
chr20a, greedy-3swap, 3394, 79, 9622, 23, 873 
chr20a, greedy-3swap, 2866, 181, 10300, 26, 6048 
chr20a, greedy-3swap, 2716, 168, 10112, 30, 4948 
chr20a, greedy-3swap, 2616, 102, 10550, 31, 2075 
chr20a, greedy-3swap, 3178, 174, 12666, 45, 5246 
chr20a, greedy-3swap, 3076, 88, 12410, 33, 1081 
chr20a, greedy-3swap, 2628, 174, 11740, 30, 5657 
chr20a, greedy-3swap, 2812, 94, 12010, 40, 1554 
chr20a, greedy-3swap, 3182, 135, 12004, 38, 3757 
chr20a, greedy-3swap, 3286, 94, 10564, 37, 1772 
chr20a, greedy-3swap, 2524, 199, 12268, 48, 5893 
chr20a, greedy-3swap, 2942, 181, 11464, 42, 5762 
chr20a, greedy-3swap, 3300, 84, 8466, 19, 1209 
chr20a, greedy-3swap, 3108, 121, 9564, 33, 2484 
chr20a, greedy-3swap, 2490, 248, 10334, 36, 8021 
chr20a, greedy-3swap, 3370, 154, 11046, 31, 4645 
chr20a, greedy-3swap, 3246, 154, 8454, 24, 4421 
chr20a, greedy-3swap, 2888, 145, 8188, 19, 4312 
chr20a, greedy-3swap, 3102, 132, 11798, 37, 3650 
chr20a, greedy-3swap, 3136, 148, 11852, 36, 3921 
chr20a, greedy-3swap, 2740, 107, 10916, 36, 1945 
chr20a, greedy-3swap, 3108, 101, 10052, 26, 1375 
chr20a, greedy-3swap, 2676, 186, 12826, 30, 5930 
chr20a, greedy-3swap, 3022, 170, 10562, 34, 4740 
chr20a, greedy-3swap, 3226, 75, 8536, 20, 715 
chr20a, greedy-3swap, 2940, 158, 13828, 34, 4860 
chr20a, greedy-3swap, 3076, 145, 9966, 30, 3986 
chr20a, greedy-3swap, 2900, 83, 12816, 37, 1241 
chr20a, greedy-3swap, 3044, 94, 11200, 36, 1527 
chr20a, greedy-3swap, 2982, 86, 9398, 31, 1214 
chr20a, greedy-3swap, 3096, 88, 13594, 32, 1001 
chr20a, greedy-3swap, 2970, 205, 10494, 36, 6949 
chr20a, greedy-3swap, 2346, 184, 10502, 31, 5831 
chr20a, greedy-3swap, 3426, 167, 12158, 33, 4438 
chr20a, greedy-3swap, 2980, 78, 11874, 32, 1076 
chr20a, greedy-3swap, 3020, 115, 13586, 32, 2651 
chr20a, greedy-3swap, 2978, 156, 12596, 47, 4177 
chr20a, greedy-3swap, 3086, 76, 7608, 23, 926 
chr20a, greedy-3swap, 3286, 99, 11958, 33, 1942 
chr20a, greedy-3swap, 3010, 114, 9936, 29, 2770 
chr20a, greedy-3swap, 2928, 124, 7654, 26, 3103 
chr20a, greedy-3swap, 3010, 103, 11794, 45, 2023 
chr20a, greedy-3swap, 2812, 123, 10864, 28, 3112 
chr20a, greedy-3swap, 2842, 136, 11324, 53, 3500 
chr20a, greedy-3swap, 3036, 88, 10810, 35, 1347 
chr20a, greedy-3swap, 3002, 69, 10834, 25, 761 
chr20a, greedy-3swap, 2604, 123, 11468, 40, 2779 
chr20a, greedy-3swap, 3032, 85, 9710, 28, 1283 
chr20a, greedy-3swap, 3102, 93, 10626, 31, 1269 
chr20a, greedy-3swap, 3048, 90, 12516, 30, 1370 
chr20a, greedy-3swap, 2856, 69, 10216, 22, 686 
chr20a, greedy-3swap, 3024, 183, 12760, 29, 5231 
chr20a, greedy-3swap, 2784, 77, 10114, 27, 1050 
chr20a, greedy-3swap, 2924, 102, 11246, 27, 1222 
chr20a, greedy-3swap, 3006, 108, 11638, 29, 616 
chr20a, greedy-3swap, 3332, 211, 11592, 30, 3963 
chr20a, greedy-3swap, 2834, 240, 11504, 38, 5480 
chr20a, greedy-3swap, 2884, 93, 8598, 19, 1207 
chr20a, greedy-3swap, 2726, 90, 9330, 28, 1646 
chr20a, greedy-3swap, 2780, 104, 10602, 40, 2085 
chr20a, greedy-3swap, 3070, 78, 11344, 30, 835 
chr20a, greedy-3swap, 2828, 89, 9602, 36, 1373 
chr20a, greedy-3swap, 3228, 96, 9854, 33, 1866 
chr20a, greedy-3swap, 2630, 85, 10720, 28, 1177 
chr20a, greedy-3swap, 2244, 95, 8746, 25, 1814 
chr20a, greedy-3swap, 2482, 210, 10932, 38, 6775 
chr20a, greedy-3swap, 3052, 98, 13926, 39, 1894 
chr20a, greedy-3swap, 2764, 159, 10966, 29, 4452 
chr20a, greedy-3swap, 2988, 240, 10986, 44, 7003 
chr20a, greedy-3swap, 3134, 163, 13060, 47, 4641 
chr20a, greedy-3swap, 3360, 70, 10240, 16, 691 
chr20a, greedy-3swap, 2646, 149, 13490, 34, 3722 
chr20a, greedy-3swap, 3410, 274, 7526, 26, 9406 
chr20a, greedy-3swap, 3170, 137, 11268, 29, 3410 
chr20a, greedy-3swap, 2902, 121, 9018, 23, 2804 
chr20a, greedy-3swap, 2932, 104, 12302, 36, 2039 
chr20a, greedy-3swap, 2726, 150, 9260, 22, 3388 
chr20a, greedy-3swap, 3186, 211, 11164, 41, 6501 
chr20a, greedy-3swap, 3000, 165, 9452, 37, 3807 
chr20a, greedy-3swap, 3176, 124, 12564, 31, 933 
